,Datetime,RTU_COMP_WATT,RTU_LA_COND_TEMP,RTU_MA_HUM,RTU_MA_TEMP,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP_1,RTU_REFG_COND_TEMP_2,RTU_REFG_DISC_PRES_1,RTU_REFG_DISC_PRES_2,RTU_REFG_DISC_TEMP_1,RTU_REFG_DISC_TEMP_2,RTU_REFG_SUCT_PRES_1,RTU_REFG_SUCT_PRES_2,RTU_REFG_SUCT_TEMP_1,RTU_REFG_SUCT_TEMP_2,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP
21023,2021-08-14 14:00:00,4817.333463466666,44.836644166666666,69.23210040000001,25.7021099,67.9632828,28.9177057,78.91283109999999,26.232931133333334,38.784448233333336,32.61720713333333,17.826762966666667,15.9040306,85.01699603333333,92.57928516666666,5.4010585,4.204979033333333,19.234134833333332,23.656079933333334,1643.1667886666664,2652.8446045,87.98277686666667,16.5270088,10466.933528733332,-14.803085,24.007608166666667
21024,2021-08-14 14:30:00,4801.300113866667,44.4702506,69.43827873333333,25.839608933333334,68.7270232,29.48887876666667,78.04038283333333,26.313795666666667,38.74427849999999,32.65754523333333,17.7685443,15.852449199999999,85.43353446666667,92.28580523333333,5.4015002333333335,4.211445833333333,19.572719666666668,23.73395813333333,1643.7667886666666,2663.2328532,87.98667730000001,16.585521933333332,10443.933528733332,-14.803085,24.12390783333333
21025,2021-08-14 15:00:00,2167.0,44.111469,69.572403,25.70089,69.165192,29.310217,76.916626,26.188261,38.457817,32.546379,16.623705,15.165084,84.875458,92.02523,5.800665,4.796906,19.681002,23.939024,746.000061,2493.139404,87.886986,16.438389,4742.0,-14.803085,24.09938
21026,2021-08-14 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21027,2021-08-14 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21028,2021-08-14 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21029,2021-08-14 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21030,2021-08-14 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21031,2021-08-14 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21032,2021-08-14 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21033,2021-08-14 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21034,2021-08-14 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21035,2021-08-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21036,2021-08-14 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21037,2021-08-14 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21038,2021-08-14 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21039,2021-08-14 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21040,2021-08-14 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21041,2021-08-14 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21042,2021-08-14 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21043,2021-08-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21044,2021-08-15 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21045,2021-08-15 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21046,2021-08-15 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21047,2021-08-15 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21048,2021-08-15 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21049,2021-08-15 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21050,2021-08-15 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21051,2021-08-15 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21052,2021-08-15 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21053,2021-08-15 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21054,2021-08-15 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21055,2021-08-15 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21056,2021-08-15 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21057,2021-08-15 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21058,2021-08-15 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21059,2021-08-15 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21060,2021-08-15 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21061,2021-08-15 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21062,2021-08-15 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21063,2021-08-15 10:00:00,3897.60723,31.30194017857143,64.84052842857143,22.34658467857143,61.60421082142857,11.617251357142857,68.23718482142857,24.14012417857143,17.21864317857143,23.49959885714286,13.984669357142858,7.5581065,71.52784910714286,33.02304192857143,4.804603535714286,6.326498857142857,19.03173692857143,24.65510585714286,1693.0358319285713,2796.775582392857,85.31819800000001,15.862662857142857,6709.464494892857,-14.803085,23.56069625
21064,2021-08-15 10:30:00,3975.9334228,31.443282800000002,62.8812159,22.519645566666668,61.0675498,11.8678587,64.33683203333334,24.6020789,14.1951982,23.897920833333334,14.235231833333334,6.5763761999999995,74.50337776666667,24.788342699999998,4.784754933333333,6.611551266666667,16.590212766666667,25.67848316666667,1686.2000976000002,2655.2792562000004,87.87287056666668,15.5569473,6434.8668130666665,-14.803085,23.242475266666666
21065,2021-08-15 11:00:00,4016.4000976,32.0970595,60.964737033333336,22.771690666666665,59.73589823333334,12.3061319,62.35786653333333,24.860735266666666,13.958021766666667,24.453325333333332,14.423459033333334,6.5253138,74.37887846666666,25.096074433333335,4.784570433333333,6.558914633333333,15.786437566666667,25.886853499999997,1687.2001219999997,2645.5370035666665,87.77016983333333,15.456287533333333,6475.500162666666,-14.803085,23.261868733333333
21066,2021-08-15 11:30:00,4004.5334309333334,32.002959000000004,59.840639200000005,22.823522466666667,58.09477316666666,12.458550166666667,61.35196276666667,25.05286126666667,13.800181566666668,24.3921565,14.385213766666668,6.491951633333333,74.24421766666666,25.111184299999998,4.767856666666666,6.5273565,15.6528217,25.85353063333333,1685.8667764666666,2652.4011231,87.55685046666666,15.379025766666667,6461.566813066666,-14.803085,23.2334473
21067,2021-08-15 12:00:00,4054.8668049333332,32.64668446666666,58.7802219,23.051558333333332,57.084748033333334,12.689035833333332,60.6656933,25.127863100000003,13.815799366666665,25.031924833333335,14.613743633333334,6.487101166666666,74.6360428,25.6879274,4.793844966666667,6.526060133333333,15.430569066666667,26.384336266666665,1676.6666951333332,2653.5916585,87.38313443333332,15.442763066666666,6500.033528533333,-14.803085,23.247733200000003
21068,2021-08-15 12:30:00,4106.7333984,33.174320466666664,56.972817166666665,23.375528799999998,53.501116933333336,13.188025966666666,59.54071363333333,25.306933933333333,13.805456999999999,25.6840821,14.849537966666666,6.478192633333333,75.08784103333333,26.7066376,4.8181815,6.525605433333333,15.228306133333332,27.7622448,1671.2333333333333,2652.181217466667,87.06665670000001,15.5090658,6543.333430933333,-14.803085,23.3516489
21069,2021-08-15 13:00:00,4150.133382133334,34.5499655,56.45777316666667,23.6655141,53.67746973333333,13.6150712,58.67352233333334,25.599011866666668,16.2957548,26.222847666666667,15.047343166666668,7.452076,75.78208816666667,33.334603466666664,4.845397366666666,6.184929566666667,15.442507566666666,27.287433466666666,1669.4000040666665,2682.9239177,86.12521029999999,15.445407133333333,6955.633496033333,-14.803085,23.551651
21070,2021-08-15 13:30:00,4190.0333984,35.47057933333333,56.04274686666667,23.8468031,53.98803813333333,13.7932741,58.54507756666667,25.76075193333333,19.821419666666667,26.734227033333333,15.221661466666667,8.438224100000001,76.34719893333335,45.87528246666667,4.863174633333333,6.148927466666667,15.5276052,24.772108833333334,1670.0000081333335,2653.9450928,86.8699463,15.244787266666666,7212.766959533333,-14.803085,23.626650433333335
21071,2021-08-15 14:00:00,4252.800081333333,37.14964146666667,53.800778433333335,24.1733353,49.1261822,14.482059266666665,57.98224906666667,25.9461973,23.9517169,27.627065466666668,15.510582266666667,10.063445433333333,77.26813940000001,61.308971400000004,4.8725005333333335,5.478312833333334,15.162157833333334,25.628583866666666,1669.9666748000002,2622.4147298000003,86.41069306666667,14.5636333,7960.500130133333,-14.803085,23.66417123333333
21072,2021-08-15 14:30:00,4352.366780533333,40.817797633333335,52.5933511,24.46224653333333,47.81962013333334,14.924124566666666,56.99282613333333,26.3568025,34.5278784,29.180494366666668,15.952957099999999,14.335393966666667,79.35872183333332,86.93659640000001,4.881018266666667,3.8802737333333335,14.784355733333333,22.292576333333333,1670.7666707333333,2601.9527832000003,85.00039106666667,13.0013318,9753.5001954,-14.803085,23.748562666666665
21073,2021-08-15 15:00:00,1944.000122,40.322819,52.990543,24.288294,47.798069,15.073338,57.28056,26.44446,33.914371,28.800585,14.819148,13.578087,79.074127,86.503967,5.211635,4.368151,15.449726,22.313055,753.0,2386.487061,85.386086,12.833613,4389.0,-14.803085,23.811049
21074,2021-08-15 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21075,2021-08-15 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21076,2021-08-15 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21077,2021-08-15 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21078,2021-08-15 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21079,2021-08-15 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21080,2021-08-15 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21081,2021-08-15 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21082,2021-08-15 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21083,2021-08-15 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21084,2021-08-15 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21085,2021-08-15 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21086,2021-08-15 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21087,2021-08-15 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21088,2021-08-15 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21089,2021-08-15 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21090,2021-08-15 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21091,2021-08-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21092,2021-08-16 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21093,2021-08-16 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21094,2021-08-16 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21095,2021-08-16 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21096,2021-08-16 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21097,2021-08-16 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21098,2021-08-16 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21099,2021-08-16 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21100,2021-08-16 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21101,2021-08-16 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21102,2021-08-16 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21103,2021-08-16 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21104,2021-08-16 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21105,2021-08-16 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21106,2021-08-16 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21107,2021-08-16 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21108,2021-08-16 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21109,2021-08-16 09:00:00,2578.8236819999997,26.587144117647057,63.905801647058816,21.45722105882353,69.56945305882353,20.247414352941178,60.49630605882353,24.721672705882355,17.442996235294117,21.048962352941174,11.508299764705882,7.208462294117647,56.746341,21.406753705882352,5.610363470588235,7.2318754117647055,19.420326705882353,22.07334023529412,1691.7059756470587,2934.02226,73.39409076470588,18.879959176470585,4833.235523764706,-14.803085,23.329016294117647
21110,2021-08-16 09:30:00,3196.80017568,28.71403504,63.035818879999994,21.88487228,67.69383604,20.66937544,60.42581228,24.89836724,16.43358084,21.870518160000003,12.632701280000001,6.9454717200000005,64.42680136,22.57409256,5.1358948799999995,6.97481712,19.68129236,22.99155576,1696.56010736,2856.8328516,77.22250428000001,17.68624664,5554.9601708,-14.803085,23.18775876
21111,2021-08-16 10:00:00,3859.827704,30.41106955172414,61.772572172413795,22.30593275862069,66.75438534482758,21.306473206896552,59.86715279310345,25.03839751724138,14.166298965517242,22.93858806896552,13.757882344827586,6.538592103448275,73.22950300000001,23.46674827586207,4.757482448275862,6.566923620689655,18.03381348275862,24.221951379310347,1692.6208074482759,2690.108314275862,84.56869927586207,15.727048379310345,6318.89672,-14.803085,23.20189444827586
21112,2021-08-16 10:30:00,3977.2667724,31.495021033333334,60.45166953333333,22.6651839,63.82762643333333,22.220602666666665,59.5265067,25.0858938,13.816285166666667,24.026334566666666,14.218832566666666,6.497910666666667,74.21535216666666,24.487015366666665,4.7494483333333335,6.5267392,16.095731333333333,25.25965396666667,1679.9667154666668,2667.7682699,86.29828616666667,15.399312166666666,6428.200211466667,-14.803085,23.198894433333333
21113,2021-08-16 11:00:00,3995.8667398666666,31.80700116666667,59.89185423333333,22.8541235,62.519470999999996,22.707107133333334,59.04698453333333,25.260845933333332,13.749859033333333,24.267896133333334,14.316093066666667,6.474628466666667,74.25313393333333,24.868749666666666,4.761178066666667,6.510585233333333,15.792267633333333,25.624991599999998,1669.9,2660.9623127666664,86.57259006666666,15.470357166666666,6435.266861866667,-14.803085,23.297791233333335
21114,2021-08-16 11:30:00,4036.8001138666664,32.3141982,58.9749009,23.11183586666667,61.07740906666666,23.079148133333334,58.72468056666666,25.49494233333333,13.875978333333334,24.71031096666667,14.490420966666667,6.5127282,74.6352317,25.278945466666666,4.786563833333333,6.547976233333333,15.795183100000001,26.070264,1665.4333374,2662.5018391,86.5665833,15.572337566666667,6472.500113866667,-14.803085,23.403404666666667
21115,2021-08-16 12:00:00,4076.8572648571426,32.536188571428575,58.12188242857143,23.37249385714286,59.33742721428571,23.496049821428574,58.43563028571429,25.676427214285717,14.735913821428571,25.040119964285715,14.609646321428572,6.707490142857142,75.06443857142857,26.651703821428573,4.810856357142858,6.6260844642857135,15.9996815,25.159867821428573,1668.8928702142857,2667.210152821429,86.43541167857143,15.70892575,6535.250174285714,-14.803085,23.540653714285714
21116,2021-08-16 12:30:00,4815.666736380952,35.522077714285714,57.191272047619044,23.66024561904762,57.974652142857146,24.029916333333333,58.024860333333336,25.636148476190474,23.45388804761905,26.408716809523806,15.110790047619048,10.013710095238096,76.46900171428572,57.44817890476191,4.844724476190477,5.366348380952381,15.797275761904762,25.181392238095242,1924.4285772380952,2649.1991258095236,86.17624814285715,14.424788761904763,9198.476399761905,-14.803085,23.64678519047619
21117,2021-08-16 13:00:00,4222.6000488,37.074049599999995,56.7658831,23.752933466666665,56.85709193333333,24.290288766666666,57.881403866666666,25.5441552,25.9026,27.13963323333333,15.348500866666665,10.915182866666667,77.13797153333333,65.95609523333333,4.863668333333334,5.120379733333333,15.6935661,25.058119166666664,1658.2333821333334,2601.0987385999997,86.68071866666666,14.0503491,8271.7669434,-14.803085,23.656506033333336
21118,2021-08-16 13:30:00,4335.566748,39.43334086666667,55.02699526666667,24.253678166666667,53.11063096666667,25.5687771,57.57751663333333,25.7311462,31.362856833333336,28.59848966666667,15.825848233333334,13.027320966666668,78.66271133333333,80.18259853333333,4.900240466666667,4.412939766666667,15.686832966666666,23.646656599999996,1659.0333739999999,2610.682193966667,85.64038766666665,13.516024700000001,9195.533577533333,-14.803085,23.750850099999997
21119,2021-08-16 14:00:00,4363.166731733333,40.4852724,54.553065133333334,24.210864366666666,52.1614846,25.605249566666664,57.32495586666666,25.703280166666666,34.54143653333333,28.967605,15.962789066666666,14.3602483,78.94074783333333,87.74556733333334,4.890016966666667,3.904042766666667,15.239897833333334,22.217196666666666,1660.9333333333334,2584.2542154666667,85.56558556666667,12.915949333333334,9759.2668295,-14.803085,23.844573066666666
21120,2021-08-16 14:30:00,4355.7333984,40.6403762,54.316863633333334,24.327370833333337,51.778225,25.7713999,57.1302293,26.02750466666667,34.48281936666667,29.006054066666664,15.9235142,14.316191,79.4314309,87.2670341,4.896202433333333,3.9049087666666664,15.200472999999999,22.137165733333333,1657.6333617999999,2580.8668537333333,85.5324534,13.025949533333334,9738.333496166666,-14.803085,23.887647766666664
21121,2021-08-16 15:00:00,4441.033430933333,41.471688433333334,52.665277966666665,24.869739033333335,48.37091176666667,27.060759266666665,58.20333203333333,26.599345133333333,35.56837666666667,30.267334100000003,16.289966866666667,14.661858033333335,80.56658816666666,88.8229225,4.9370306,3.9289530333333333,15.251975233333333,22.5963178,1658.0666951333333,2581.0422851999997,85.23755026666666,13.2855414,9885.433528733332,-14.803085,23.978273333333334
21122,2021-08-16 15:30:00,4431.033414666667,41.38445483333333,52.76487443333333,24.965139299999997,47.073445666666665,28.005392066666666,57.7008763,26.7084036,35.58652263333333,30.278733733333336,16.2642004,14.6332553,80.7596189,89.01758876666666,4.942897966666666,3.9346617666666663,15.705851866666668,22.833563066666667,1659.1000122,2586.2815755333336,84.93108516666666,13.411845199999998,9872.700227966667,-14.803085,24.084645366666667
21123,2021-08-16 16:00:00,4411.300032533333,41.28547196666667,52.73668203333333,24.8255054,46.82103336666667,27.98382636666667,56.790989399999994,26.6024494,35.497076766666666,30.148746966666668,16.1721782,14.557718866666667,80.46166480000001,88.96494320000001,4.9239069,3.9255486666666664,15.7190399,22.8186404,1660.2000081333333,2592.7880778333333,84.83834463333332,13.2743636,9838.9001954,-14.803085,24.019567666666667
21124,2021-08-16 16:30:00,4369.133398399999,40.849500633333335,53.389343466666666,24.444982233333334,48.15873413333334,27.48683563333333,55.666881933333336,26.070585333333334,35.30766173333333,29.952182266666668,16.004046433333333,14.421053433333332,79.78366559999999,88.65029453333334,4.882844733333333,3.9092320999999997,15.743680600000001,22.700225266666667,1659.9000244000001,2578.4582031,85.36865256666667,12.9171911,9770.6335613,-14.803085,23.90606186666667
21125,2021-08-16 17:00:00,4365.233430933334,40.17908293333333,52.77011673333333,24.538211666666665,49.430108000000004,26.959945366666666,54.83510076666666,26.22194873333333,32.29858586666667,29.7970359,15.987271366666667,13.196248366666667,79.28243813333333,81.34475876666667,4.894174733333333,4.3955307333333336,15.746179233333333,23.950969766666667,1659.3333577333333,2590.7433593666665,85.59116773333334,13.433349,9251.333724099999,-14.803085,23.691986666666665
21126,2021-08-16 17:30:00,4330.2001138666665,38.89676996666667,52.408762466666666,24.568133366666665,48.333885499999994,27.315690566666667,55.436493133333336,26.5039476,28.69736483333333,29.160661966666666,15.824837366666666,11.7954481,78.84534583333333,73.7282181,4.893028833333333,4.8897591,15.835094433333333,25.155969666666667,1659.5333658666666,2595.950838166667,85.62896216666667,13.960298666666667,8665.666943333334,-14.803085,23.739576966666668
21127,2021-08-16 18:00:00,4365.1000650666665,39.39608676666667,54.24562713333333,24.6584174,52.985494900000006,27.615483666666666,55.0862015,26.30748613333333,30.9529073,29.395879333333333,15.970490066666667,12.7492849,79.30593359999999,78.05349543333334,4.9200607666666665,4.557221266666667,16.146331633333332,24.576735199999998,1663.1000162666667,2619.787581366667,85.4351794,13.850763066666667,9091.733430966668,-14.803085,23.774000466666667
21128,2021-08-16 18:30:00,4269.3667479999995,36.66051146666667,57.68011336666667,24.260703966666664,60.387707166666665,26.834464366666666,56.9273887,26.067943633333336,22.9916697,27.9631275,15.521594266666666,9.532644800000002,78.25734940000001,57.882353200000004,4.922799666666666,5.821950433333333,16.721121166666666,26.660308866666664,1659.266687,2612.076725266667,87.35696323333333,15.0513809,7742.733496066667,-14.803085,23.7207058
21129,2021-08-16 19:00:00,4114.5334228,33.580659733333334,60.625528333333335,23.384413733333336,64.82504113333333,25.330646899999998,58.00828286666667,25.381616033333334,17.1906743,26.065407999999998,14.8511738,7.4097208666666665,76.31921696666667,37.304068199999996,4.8472303000000005,6.390183166666666,16.752147833333332,26.586850966666667,1660.0000284666667,2667.268619833333,87.53070806666666,15.4309111,6829.0334797333335,-14.803085,23.520206766666668
21130,2021-08-16 19:30:00,3997.0334390666667,31.726055033333335,63.57287470000001,22.671152166666666,72.04705356666666,23.4053553,58.5906619,24.926909066666667,14.400375833333333,24.48731563333333,14.326023766666667,6.535088433333333,75.02836576666667,25.71740456666667,4.785701566666666,6.5771049,16.997792533333335,26.345616600000003,1662.6666666666667,2666.4451660333334,88.32121606666666,15.470735066666666,6434.0335448,-14.803085,23.231186033333334
21131,2021-08-16 20:00:00,3583.6001227666666,30.339106599999997,66.3208104,22.1730955,77.27874216666666,22.106464866666666,60.489008,24.7070837,15.035691666666667,23.043309566666668,13.500673766666667,6.690180333333333,71.95509376666668,24.30269913333333,4.973356533333333,6.724825266666667,17.764502566666668,24.745964933333333,1657.7666910666667,2671.5394693,89.0171842,15.905614966666667,5957.700227733333,-14.803085,23.160914766666668
21132,2021-08-16 20:30:00,3513.551905034483,29.378305241379312,67.63212844827586,21.83370593103448,81.53945896551724,21.21038617241379,61.15087503448276,24.57506755172414,15.029456586206896,22.18028668965517,13.190248344827586,6.700512137931034,70.7414757586207,23.319774379310346,4.927468275862069,6.7337,18.05169251724138,23.779571862068966,1658.3793397931033,2705.361496413793,88.59430275862069,15.85761148275862,5888.207073241379,-14.803085,23.16854517241379
21133,2021-08-16 21:00:00,2825.5218929565217,28.31200386956522,68.36311017391304,21.629334913043476,83.27105213043478,20.781964739130434,62.01672186956522,24.46222360869565,16.167674173913042,21.395564130434785,12.053596043478262,6.935010347826086,64.0691445652174,22.852101695652173,5.392091,6.967332608695652,18.66582452173913,23.086952043478263,1660.9565482608698,2759.9123004347825,87.53084165217392,16.94922252173913,5082.087211130435,-14.803085,23.148460826086954
21134,2021-08-16 21:30:00,2421.812622,26.807647125,69.50279625,21.3884865625,84.595920625,20.3936789375,62.9563976875,24.391706875,17.63616175,20.8195088125,10.83711075,7.3292378125,58.2046225,22.2526656875,5.9156661875,7.3583703125,19.4766356875,22.4391633125,1671.625007625,2867.43887325,82.5648646875,18.220128,4622.87519825,-14.803085,23.156327625
21135,2021-08-16 22:00:00,1813.00010675,25.254271,69.9643955,21.275012750000002,85.080580875,20.291509375,63.425740625,24.3981105,19.747373875,21.136281625,9.883047625,7.785959875,46.52128275,21.919233375,6.660292125,7.807990375,18.42345125,22.2628155,1676.00001525,3035.73477175,71.685262875,21.1354535,3909.250183,-14.803085,23.203581125
21136,2021-08-16 22:30:00,2393.500244,25.284477000000003,69.9532545,21.1571895,84.331627,20.369522500000002,63.4080125,24.378899,19.2385075,20.2567625,10.382849,7.6248015,52.8273375,20.794001,5.734679,7.639514,19.7632525,21.842448500000003,1684.000061,3226.2664795,69.023792,20.378857500000002,4623.000244,-14.803085,23.3636705
21137,2021-08-16 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21138,2021-08-16 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21139,2021-08-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21140,2021-08-17 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21141,2021-08-17 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21142,2021-08-17 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21143,2021-08-17 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21144,2021-08-17 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21145,2021-08-17 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21146,2021-08-17 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21147,2021-08-17 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21148,2021-08-17 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21149,2021-08-17 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21150,2021-08-17 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21151,2021-08-17 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21152,2021-08-17 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21153,2021-08-17 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21154,2021-08-17 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21155,2021-08-17 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21156,2021-08-17 08:30:00,2334.142883285714,28.629441571428572,71.65982714285714,22.337773857142857,85.06006414285714,22.362593428571426,68.17226528571429,24.705908285714283,20.19533357142857,23.061247,11.551682857142856,7.781535285714286,54.28984342857143,20.007329714285714,6.058954857142857,7.783004857142857,20.599601428571425,23.184356428571427,1674.0000174285713,3167.736084,69.38589814285714,21.516683857142855,4507.4287108571425,-14.803085,23.439006857142857
21157,2021-08-17 09:00:00,3295.8462125,31.422780846153845,70.97649700000001,22.77944423076923,82.87853976923076,22.840025346153844,69.23699115384615,24.75891673076923,17.038135884615386,24.223682384615383,13.520155346153846,7.167666346153847,68.25360207692307,19.438650384615382,5.373296961538462,7.200486653846154,20.668980846153847,25.068639153846156,1680.269287076923,2878.551269653846,82.48382015384615,18.275158538461536,5620.654015076923,-14.803085,23.355035538461536
21158,2021-08-17 09:30:00,4132.566748,33.24575636666667,68.91257636666666,23.259502366666666,76.68310773333333,23.691847499999998,69.76812826666668,25.044195100000003,15.2829324,25.529946966666667,14.917726666666665,6.8341418,77.3560572,25.705350233333334,4.970572733333333,6.874917833333333,18.9264369,26.696789466666665,1669.0333333333333,2710.1265949666663,87.49691086666667,16.828396033333334,6572.800244,-14.803085,23.450917899999997
21159,2021-08-17 10:00:00,4205.5334471999995,34.2053756,65.58247106666667,23.71011336666667,68.18101316666667,24.516527066666665,68.86018089999999,25.318043733333337,15.313681066666668,26.4355347,15.236866833333332,6.8309977,77.46017043333333,26.80620203333333,4.993835933333333,6.877024899999999,17.618740199999998,27.618768733333336,1661.4666707333333,2698.544352233333,87.78795316666667,16.764195866666668,6638.3668130666665,-14.803085,23.426923933333335
21160,2021-08-17 10:30:00,4214.900130133333,34.179472499999996,64.80680756666666,23.813843000000002,65.8978355,25.134280466666667,67.6660997,25.3596492,15.310904633333333,26.5961458,15.273097566666667,6.823291266666667,77.46272640000001,27.3252708,4.992928266666667,6.870306233333333,17.518094766666664,28.0922372,1657.6666991999998,2694.9691242999997,87.7740698,16.741761033333333,6637.733479733333,-14.803085,23.3956729
21161,2021-08-17 11:00:00,4244.2000976,34.762695900000004,64.70195353333334,24.016986433333333,67.69121533333333,25.260524200000003,66.72974246666666,25.555333066666666,16.48401283333333,26.999259366666667,15.4321787,7.2412743,77.97839126666666,29.887474166666667,5.022584366666666,6.788889766666667,17.776996466666667,27.755178266666668,1653.4000650666667,2698.559114633333,87.7097746,16.787252266666666,6781.033528566667,-14.803085,23.515095466666665
21162,2021-08-17 11:30:00,4360.966764266666,37.483299933333335,62.396763533333335,24.460807199999998,63.168775600000004,26.0625551,66.38700886666666,25.762660633333333,24.8691376,28.344520366666664,15.931119233333334,10.369207233333332,79.2601627,58.1546132,5.0570879,5.639864033333334,17.482486833333333,25.491064100000003,1655.6333943333334,2666.7088135,87.19358296666665,15.852128733333334,8020.700423133333,-14.803085,23.682948066666665
